wall_time_iso,index,utilization.gpu [%],utilization.memory [%],memory.used [MiB],power.draw [W],clocks.current.graphics [MHz],temperature.gpu
2026/05/19 18:02:37.195, 0, 41, 11, 3057, 154.35, 2670, 48
2026/05/19 18:02:37.198, 1, 100, 67, 15533, 381.76, 2505, 79
2026/05/19 18:02:37.431, 0, 41, 11, 3057, 155.21, 2670, 49
2026/05/19 18:02:37.435, 1, 100, 67, 15574, 381.76, 2505, 79
2026/05/19 18:02:37.667, 0, 41, 11, 3057, 155.21, 2670, 49
2026/05/19 18:02:37.670, 1, 100, 67, 15620, 381.76, 2505, 79
2026/05/19 18:02:37.900, 0, 48, 12, 3057, 155.50, 2670, 49
2026/05/19 18:02:37.903, 1, 100, 67, 15620, 423.74, 2610, 79
2026/05/19 18:02:38.133, 0, 48, 12, 3057, 155.50, 2670, 49
2026/05/19 18:02:38.137, 1, 100, 67, 15620, 423.74, 2610, 79
2026/05/19 18:02:38.368, 0, 48, 12, 3057, 154.98, 2670, 49
2026/05/19 18:02:38.371, 1, 100, 65, 15620, 421.15, 2655, 78
2026/05/19 18:02:38.602, 0, 48, 12, 3057, 154.98, 2670, 49
2026/05/19 18:02:38.604, 1, 100, 65, 15616, 421.15, 2655, 78
2026/05/19 18:02:38.837, 0, 48, 12, 3057, 154.98, 2670, 49
2026/05/19 18:02:38.840, 1, 100, 65, 15607, 426.75, 2655, 83
2026/05/19 18:02:39.068, 0, 45, 12, 3057, 155.77, 2670, 49
2026/05/19 18:02:39.072, 1, 100, 65, 15607, 426.75, 2655, 83
2026/05/19 18:02:39.301, 0, 45, 12, 3057, 155.77, 2670, 49
2026/05/19 18:02:39.304, 1, 100, 64, 15607, 416.92, 2655, 79
2026/05/19 18:02:39.534, 0, 45, 12, 3057, 156.79, 2670, 49
2026/05/19 18:02:39.537, 1, 100, 64, 15607, 416.92, 2655, 79
2026/05/19 18:02:39.771, 0, 45, 12, 3057, 156.79, 2670, 49
2026/05/19 18:02:39.775, 1, 100, 64, 15589, 419.32, 2640, 83
2026/05/19 18:02:40.006, 0, 43, 11, 3057, 155.62, 2670, 50
2026/05/19 18:02:40.009, 1, 100, 64, 15560, 419.32, 2640, 83
2026/05/19 18:02:40.240, 0, 43, 11, 3057, 155.62, 2670, 50
2026/05/19 18:02:40.244, 1, 10, 1, 15561, 322.12, 2655, 67
2026/05/19 18:02:40.472, 0, 43, 11, 3057, 153.73, 2670, 49
2026/05/19 18:02:40.476, 1, 10, 1, 15561, 322.12, 2655, 67
2026/05/19 18:02:40.707, 0, 43, 11, 3057, 153.73, 2670, 49
2026/05/19 18:02:40.711, 1, 10, 1, 15560, 168.69, 2655, 64
2026/05/19 18:02:40.954, 0, 42, 11, 3057, 155.47, 2670, 49
2026/05/19 18:02:40.957, 1, 10, 1, 15560, 168.69, 2655, 64
2026/05/19 18:02:41.187, 0, 42, 11, 3057, 155.47, 2670, 49
2026/05/19 18:02:41.190, 1, 100, 69, 15560, 224.83, 2655, 79
2026/05/19 18:02:41.420, 0, 42, 11, 3057, 157.85, 2670, 50
2026/05/19 18:02:41.423, 1, 100, 69, 15560, 224.83, 2655, 79
2026/05/19 18:02:41.654, 0, 42, 11, 3057, 157.85, 2670, 50
2026/05/19 18:02:41.657, 1, 100, 69, 15560, 224.83, 2655, 79
2026/05/19 18:02:41.888, 0, 47, 12, 3057, 157.31, 2670, 48
2026/05/19 18:02:41.891, 1, 100, 69, 15560, 381.07, 2535, 79
2026/05/19 18:02:42.124, 0, 47, 12, 3057, 157.31, 2670, 48
2026/05/19 18:02:42.127, 1, 100, 69, 15560, 381.07, 2535, 79
2026/05/19 18:02:42.357, 0, 47, 12, 3057, 156.00, 2670, 49
2026/05/19 18:02:42.360, 1, 100, 72, 15560, 422.79, 2595, 81
2026/05/19 18:02:42.591, 0, 47, 12, 3057, 156.00, 2670, 49
2026/05/19 18:02:42.594, 1, 100, 72, 15524, 422.79, 2595, 81
2026/05/19 18:02:42.826, 0, 47, 12, 3057, 156.00, 2670, 49
2026/05/19 18:02:42.829, 1, 100, 72, 15493, 424.90, 2535, 81
2026/05/19 18:02:43.060, 0, 41, 11, 3057, 155.78, 2670, 49
2026/05/19 18:02:43.066, 1, 100, 72, 15493, 424.90, 2535, 81
2026/05/19 18:02:43.300, 0, 41, 11, 3057, 155.78, 2670, 49
2026/05/19 18:02:43.303, 1, 91, 65, 15493, 423.29, 2655, 82
2026/05/19 18:02:43.535, 0, 41, 11, 3057, 154.14, 2670, 49
2026/05/19 18:02:43.539, 1, 91, 65, 15493, 423.29, 2655, 82
2026/05/19 18:02:43.771, 0, 41, 11, 3057, 154.14, 2670, 49
2026/05/19 18:02:43.774, 1, 91, 65, 15492, 423.67, 2655, 79
2026/05/19 18:02:44.008, 0, 41, 8, 3057, 154.83, 2670, 49
2026/05/19 18:02:44.011, 1, 91, 65, 15492, 423.67, 2655, 79
2026/05/19 18:02:44.240, 0, 41, 8, 3057, 154.83, 2670, 49
2026/05/19 18:02:44.243, 1, 100, 68, 15493, 421.71, 2655, 82
2026/05/19 18:02:44.474, 0, 41, 8, 3057, 156.10, 2670, 50
2026/05/19 18:02:44.477, 1, 100, 68, 15493, 421.71, 2655, 82
2026/05/19 18:02:44.706, 0, 41, 8, 3057, 156.10, 2670, 50
2026/05/19 18:02:44.709, 1, 100, 68, 15493, 317.89, 2655, 67
2026/05/19 18:02:44.938, 0, 44, 9, 3057, 153.86, 2670, 49
2026/05/19 18:02:44.941, 1, 100, 68, 15493, 317.89, 2655, 67
2026/05/19 18:02:45.170, 0, 44, 9, 3057, 153.86, 2670, 49
2026/05/19 18:02:45.173, 1, 100, 68, 15493, 317.89, 2655, 67
2026/05/19 18:02:45.402, 0, 44, 9, 3057, 152.66, 2670, 49
2026/05/19 18:02:45.405, 1, 10, 1, 15493, 160.86, 2655, 65
2026/05/19 18:02:45.636, 0, 44, 9, 3057, 152.66, 2670, 49
2026/05/19 18:02:45.639, 1, 10, 1, 15493, 160.86, 2655, 65
2026/05/19 18:02:45.874, 0, 47, 12, 3057, 154.21, 2670, 50
2026/05/19 18:02:45.878, 1, 10, 1, 15493, 200.68, 2520, 77
2026/05/19 18:02:46.111, 0, 47, 12, 3057, 154.21, 2670, 50
2026/05/19 18:02:46.114, 1, 10, 1, 15493, 200.68, 2520, 77
2026/05/19 18:02:46.344, 0, 47, 12, 3057, 154.21, 2670, 50
2026/05/19 18:02:46.347, 1, 100, 64, 15493, 355.94, 2655, 82
2026/05/19 18:02:46.577, 0, 47, 12, 3057, 156.17, 2670, 50
2026/05/19 18:02:46.580, 1, 100, 64, 15493, 355.94, 2655, 82
2026/05/19 18:02:46.810, 0, 47, 12, 3057, 156.17, 2670, 50
2026/05/19 18:02:46.813, 1, 100, 64, 15493, 416.56, 2550, 80
2026/05/19 18:02:47.045, 0, 44, 9, 3057, 156.47, 2670, 49
2026/05/19 18:02:47.049, 1, 100, 64, 15493, 416.56, 2550, 80
2026/05/19 18:02:47.281, 0, 44, 9, 3057, 156.47, 2670, 49
2026/05/19 18:02:47.284, 1, 100, 66, 15493, 415.10, 2655, 80
2026/05/19 18:02:47.516, 0, 44, 9, 3057, 155.08, 2670, 50
2026/05/19 18:02:47.519, 1, 100, 66, 15493, 415.10, 2655, 80
2026/05/19 18:02:47.749, 0, 44, 9, 3057, 155.08, 2670, 50
2026/05/19 18:02:47.752, 1, 100, 66, 15493, 430.28, 2550, 83
2026/05/19 18:02:47.983, 0, 47, 12, 3057, 154.70, 2670, 49
2026/05/19 18:02:47.986, 1, 100, 66, 15493, 430.28, 2550, 83
2026/05/19 18:02:48.219, 0, 47, 12, 3057, 154.70, 2670, 49
2026/05/19 18:02:48.222, 1, 100, 68, 15538, 421.96, 2610, 84
2026/05/19 18:02:48.453, 0, 47, 12, 3057, 154.79, 2670, 49
2026/05/19 18:02:48.456, 1, 100, 68, 15564, 421.96, 2610, 84
2026/05/19 18:02:48.688, 0, 47, 12, 3057, 154.79, 2670, 49
2026/05/19 18:02:48.693, 1, 100, 68, 15584, 421.70, 2535, 80
2026/05/19 18:02:48.927, 0, 44, 11, 3057, 156.43, 2670, 50
2026/05/19 18:02:48.931, 1, 100, 68, 15639, 421.70, 2535, 80
2026/05/19 18:02:49.161, 0, 44, 11, 3057, 156.43, 2670, 50
2026/05/19 18:02:49.166, 1, 100, 68, 15641, 421.70, 2535, 80
2026/05/19 18:02:49.395, 0, 44, 11, 3057, 154.84, 2670, 49
2026/05/19 18:02:49.398, 1, 12, 2, 15641, 340.92, 2655, 68
2026/05/19 18:02:49.627, 0, 44, 11, 3057, 154.84, 2670, 49
2026/05/19 18:02:49.632, 1, 12, 2, 15641, 340.92, 2655, 68
2026/05/19 18:02:49.862, 0, 43, 11, 3057, 153.20, 2670, 50
2026/05/19 18:02:49.865, 1, 12, 2, 15643, 185.73, 2670, 65
2026/05/19 18:02:50.096, 0, 43, 11, 3057, 153.20, 2670, 50
2026/05/19 18:02:50.100, 1, 12, 2, 15642, 185.73, 2670, 65
2026/05/19 18:02:50.330, 0, 43, 11, 3057, 153.20, 2670, 50
2026/05/19 18:02:50.333, 1, 100, 69, 15642, 198.61, 2625, 76
2026/05/19 18:02:50.566, 0, 43, 11, 3057, 152.84, 2670, 49
2026/05/19 18:02:50.568, 1, 100, 69, 15642, 198.61, 2625, 76
2026/05/19 18:02:50.828, 0, 43, 11, 3057, 152.84, 2670, 49
2026/05/19 18:02:50.832, 1, 100, 69, 15642, 357.55, 2640, 78
2026/05/19 18:02:51.064, 0, 38, 8, 3057, 154.68, 2670, 50
2026/05/19 18:02:51.069, 1, 100, 69, 15632, 357.55, 2640, 78
2026/05/19 18:02:51.300, 0, 38, 8, 3057, 154.68, 2670, 50
2026/05/19 18:02:51.304, 1, 100, 67, 15632, 421.57, 2610, 81
2026/05/19 18:02:51.536, 0, 38, 8, 3057, 155.31, 2670, 51
2026/05/19 18:02:51.539, 1, 100, 67, 15632, 421.57, 2610, 81
2026/05/19 18:02:51.773, 0, 38, 8, 3057, 155.31, 2670, 51
2026/05/19 18:02:51.777, 1, 100, 67, 15632, 416.53, 2640, 83
2026/05/19 18:02:52.009, 0, 45, 11, 3057, 156.89, 2670, 50
2026/05/19 18:02:52.012, 1, 100, 67, 15632, 416.53, 2640, 83
2026/05/19 18:02:52.243, 0, 45, 11, 3057, 156.89, 2670, 50
2026/05/19 18:02:52.246, 1, 100, 70, 15632, 430.72, 2535, 84
2026/05/19 18:02:52.480, 0, 45, 11, 3057, 156.90, 2670, 51
2026/05/19 18:02:52.483, 1, 100, 70, 15634, 430.72, 2535, 84
2026/05/19 18:02:52.714, 0, 45, 11, 3057, 156.90, 2670, 51
2026/05/19 18:02:52.717, 1, 100, 70, 15635, 421.80, 2610, 85
2026/05/19 18:02:52.948, 0, 42, 9, 3057, 154.14, 2670, 50
2026/05/19 18:02:52.951, 1, 100, 70, 15635, 421.80, 2610, 85
2026/05/19 18:02:53.184, 0, 42, 9, 3057, 154.14, 2670, 50
2026/05/19 18:02:53.187, 1, 100, 72, 15638, 426.30, 2490, 81
2026/05/19 18:02:53.420, 0, 42, 9, 3057, 154.71, 2670, 49
2026/05/19 18:02:53.423, 1, 100, 72, 15648, 426.30, 2490, 81
2026/05/19 18:02:53.652, 0, 42, 9, 3057, 154.71, 2670, 49
2026/05/19 18:02:53.655, 1, 100, 72, 15637, 426.30, 2490, 81
2026/05/19 18:02:53.884, 0, 38, 8, 3057, 152.45, 2670, 49
2026/05/19 18:02:53.887, 1, 100, 72, 15663, 345.74, 2655, 69
2026/05/19 18:02:54.117, 0, 38, 8, 3057, 152.45, 2670, 49
2026/05/19 18:02:54.124, 1, 100, 72, 15665, 345.74, 2655, 69
2026/05/19 18:02:54.356, 0, 38, 8, 3057, 151.74, 2670, 50
2026/05/19 18:02:54.359, 1, 12, 2, 15667, 193.80, 2655, 66
2026/05/19 18:02:54.593, 0, 38, 8, 3057, 151.74, 2670, 50
2026/05/19 18:02:54.597, 1, 12, 2, 15667, 193.80, 2655, 66
2026/05/19 18:02:54.829, 0, 38, 8, 3057, 151.74, 2670, 50
2026/05/19 18:02:54.832, 1, 12, 2, 15671, 179.63, 2655, 77
2026/05/19 18:02:55.062, 0, 45, 11, 3057, 152.56, 2670, 50
2026/05/19 18:02:55.065, 1, 12, 2, 15673, 179.63, 2655, 77
2026/05/19 18:02:55.296, 0, 45, 11, 3057, 152.56, 2670, 50
2026/05/19 18:02:55.299, 1, 100, 73, 15673, 332.99, 2490, 82
2026/05/19 18:02:55.533, 0, 45, 11, 3057, 155.54, 2670, 49
2026/05/19 18:02:55.536, 1, 100, 73, 15674, 332.99, 2490, 82
2026/05/19 18:02:55.767, 0, 45, 11, 3057, 155.54, 2670, 49
2026/05/19 18:02:55.770, 1, 100, 73, 15674, 417.25, 2640, 79
2026/05/19 18:02:56.002, 0, 42, 9, 3057, 157.41, 2670, 50
2026/05/19 18:02:56.005, 1, 100, 73, 15675, 417.25, 2640, 79
2026/05/19 18:02:56.237, 0, 42, 9, 3057, 157.41, 2670, 50
2026/05/19 18:02:56.240, 1, 100, 71, 15686, 424.54, 2445, 83
2026/05/19 18:02:56.471, 0, 42, 9, 3057, 157.39, 2670, 49
2026/05/19 18:02:56.474, 1, 100, 71, 15732, 424.54, 2445, 83
2026/05/19 18:02:56.704, 0, 42, 9, 3057, 157.39, 2670, 49
2026/05/19 18:02:56.707, 1, 100, 71, 15678, 416.28, 2640, 81
2026/05/19 18:02:56.938, 0, 38, 8, 3057, 153.38, 2670, 49
2026/05/19 18:02:56.941, 1, 100, 71, 15753, 416.28, 2640, 81
2026/05/19 18:02:57.173, 0, 38, 8, 3057, 153.38, 2670, 49
2026/05/19 18:02:57.175, 1, 100, 71, 15753, 416.28, 2640, 81
2026/05/19 18:02:57.407, 0, 38, 8, 3057, 154.30, 2670, 50
2026/05/19 18:02:57.410, 1, 100, 69, 15753, 419.63, 2505, 79
2026/05/19 18:02:57.646, 0, 38, 8, 3057, 154.30, 2670, 50
2026/05/19 18:02:57.650, 1, 100, 69, 15701, 419.63, 2505, 79
2026/05/19 18:02:57.879, 0, 44, 11, 3057, 154.99, 2670, 51
2026/05/19 18:02:57.883, 1, 100, 69, 15704, 416.40, 2640, 81
2026/05/19 18:02:58.112, 0, 44, 11, 3057, 154.99, 2670, 51
2026/05/19 18:02:58.115, 1, 100, 69, 15716, 416.40, 2640, 81
2026/05/19 18:02:58.344, 0, 44, 11, 3057, 154.99, 2670, 51
2026/05/19 18:02:58.347, 1, 6, 0, 15716, 367.77, 2655, 70
2026/05/19 18:02:58.576, 0, 44, 11, 3057, 154.01, 2670, 49
2026/05/19 18:02:58.579, 1, 6, 0, 15705, 367.77, 2655, 70
2026/05/19 18:02:58.807, 0, 44, 11, 3057, 154.01, 2670, 49
2026/05/19 18:02:58.810, 1, 6, 0, 15682, 209.37, 2655, 66
2026/05/19 18:02:59.039, 0, 39, 8, 3057, 153.37, 2670, 49
2026/05/19 18:02:59.042, 1, 6, 0, 15668, 209.37, 2655, 66
2026/05/19 18:02:59.273, 0, 39, 8, 3057, 153.37, 2670, 49
2026/05/19 18:02:59.277, 1, 100, 68, 15668, 168.36, 2640, 81
2026/05/19 18:02:59.507, 0, 39, 8, 3057, 153.50, 2670, 50
2026/05/19 18:02:59.510, 1, 100, 68, 15668, 168.36, 2640, 81
2026/05/19 18:02:59.739, 0, 39, 8, 3057, 153.50, 2670, 50
2026/05/19 18:02:59.742, 1, 100, 68, 15666, 327.89, 2505, 82
2026/05/19 18:02:59.973, 0, 40, 10, 3057, 153.36, 2670, 51
2026/05/19 18:02:59.977, 1, 100, 68, 15666, 327.89, 2505, 82
2026/05/19 18:03:00.209, 0, 40, 10, 3057, 153.36, 2670, 51
2026/05/19 18:03:00.212, 1, 91, 63, 15654, 419.75, 2655, 79
2026/05/19 18:03:00.443, 0, 40, 10, 3057, 152.67, 2670, 50
2026/05/19 18:03:00.446, 1, 91, 63, 15641, 419.75, 2655, 79
2026/05/19 18:03:00.679, 0, 40, 10, 3057, 152.67, 2670, 50
2026/05/19 18:03:00.684, 1, 91, 63, 15632, 422.15, 2520, 83
2026/05/19 18:03:00.915, 0, 40, 11, 3057, 155.07, 2670, 50
2026/05/19 18:03:00.918, 1, 91, 63, 15631, 422.15, 2520, 83
2026/05/19 18:03:01.149, 0, 40, 11, 3057, 155.07, 2670, 50
2026/05/19 18:03:01.152, 1, 91, 63, 15619, 422.15, 2520, 83
2026/05/19 18:03:01.385, 0, 40, 11, 3057, 157.77, 2670, 52
2026/05/19 18:03:01.388, 1, 100, 61, 15573, 430.40, 2625, 83
2026/05/19 18:03:01.618, 0, 40, 11, 3057, 157.77, 2670, 52
2026/05/19 18:03:01.621, 1, 100, 61, 15567, 430.40, 2625, 83
2026/05/19 18:03:01.852, 0, 41, 8, 3057, 156.89, 2670, 50
2026/05/19 18:03:01.855, 1, 100, 61, 15567, 425.52, 2520, 80
2026/05/19 18:03:02.087, 0, 41, 8, 3057, 156.89, 2670, 50
2026/05/19 18:03:02.090, 1, 100, 61, 15569, 425.52, 2520, 80
2026/05/19 18:03:02.320, 0, 41, 8, 3057, 156.89, 2670, 50
2026/05/19 18:03:02.323, 1, 100, 66, 15573, 417.64, 2640, 81
2026/05/19 18:03:02.554, 0, 41, 8, 3057, 156.71, 2670, 50
2026/05/19 18:03:02.556, 1, 100, 66, 15579, 417.64, 2640, 81
2026/05/19 18:03:02.785, 0, 41, 8, 3057, 156.71, 2670, 50
2026/05/19 18:03:02.787, 1, 100, 66, 15580, 366.14, 2655, 71
2026/05/19 18:03:03.016, 0, 43, 11, 3057, 157.83, 2670, 51
2026/05/19 18:03:03.019, 1, 100, 66, 15569, 366.14, 2655, 71
2026/05/19 18:03:03.246, 0, 43, 11, 3057, 157.83, 2670, 51
2026/05/19 18:03:03.249, 1, 6, 0, 15569, 207.69, 2655, 67
2026/05/19 18:03:03.480, 0, 43, 11, 3057, 155.90, 2670, 49
2026/05/19 18:03:03.483, 1, 6, 0, 15569, 207.69, 2655, 67
2026/05/19 18:03:03.715, 0, 43, 11, 3057, 155.90, 2670, 49
2026/05/19 18:03:03.719, 1, 6, 0, 15569, 197.18, 2655, 82
2026/05/19 18:03:03.948, 0, 42, 8, 3057, 154.30, 2670, 50
2026/05/19 18:03:03.951, 1, 6, 0, 15569, 197.18, 2655, 82
2026/05/19 18:03:04.182, 0, 42, 8, 3057, 154.30, 2670, 50
2026/05/19 18:03:04.185, 1, 100, 66, 15566, 355.42, 2655, 82
2026/05/19 18:03:04.416, 0, 42, 8, 3057, 155.52, 2670, 50
2026/05/19 18:03:04.419, 1, 100, 66, 15560, 355.42, 2655, 82
2026/05/19 18:03:04.651, 0, 42, 8, 3057, 155.52, 2670, 50
2026/05/19 18:03:04.654, 1, 100, 66, 15560, 355.42, 2655, 82
2026/05/19 18:03:04.886, 0, 41, 8, 3057, 156.92, 2670, 50
2026/05/19 18:03:04.890, 1, 100, 66, 15560, 425.64, 2535, 79
2026/05/19 18:03:05.122, 0, 41, 8, 3057, 156.92, 2670, 50
2026/05/19 18:03:05.125, 1, 100, 66, 15561, 425.64, 2535, 79
2026/05/19 18:03:05.355, 0, 41, 8, 3057, 157.30, 2670, 50
2026/05/19 18:03:05.360, 1, 100, 68, 15561, 421.21, 2640, 85
2026/05/19 18:03:05.591, 0, 41, 8, 3057, 157.30, 2670, 50
2026/05/19 18:03:05.596, 1, 100, 68, 15560, 421.21, 2640, 85
2026/05/19 18:03:05.828, 0, 41, 8, 3057, 157.30, 2670, 50
2026/05/19 18:03:05.830, 1, 100, 68, 15559, 430.83, 2490, 84
2026/05/19 18:03:06.059, 0, 42, 8, 3057, 156.40, 2670, 50
2026/05/19 18:03:06.063, 1, 100, 68, 15554, 430.83, 2490, 84
2026/05/19 18:03:06.295, 0, 42, 8, 3057, 156.40, 2670, 50
2026/05/19 18:03:06.298, 1, 100, 69, 15548, 422.24, 2640, 85
2026/05/19 18:03:06.528, 0, 42, 8, 3057, 157.59, 2670, 50
2026/05/19 18:03:06.531, 1, 100, 69, 15549, 422.24, 2640, 85
2026/05/19 18:03:06.762, 0, 42, 8, 3057, 157.59, 2670, 50
2026/05/19 18:03:06.765, 1, 100, 69, 15549, 426.20, 2460, 84
2026/05/19 18:03:06.994, 0, 44, 11, 3057, 157.10, 2670, 50
2026/05/19 18:03:06.996, 1, 100, 69, 15522, 426.20, 2460, 84
2026/05/19 18:03:07.226, 0, 44, 11, 3057, 157.10, 2670, 50
2026/05/19 18:03:07.229, 1, 6, 0, 15522, 343.49, 2655, 70
2026/05/19 18:03:07.458, 0, 44, 11, 3057, 155.90, 2670, 49
2026/05/19 18:03:07.460, 1, 6, 0, 15522, 343.49, 2655, 70
2026/05/19 18:03:07.689, 0, 44, 11, 3057, 155.90, 2670, 49
2026/05/19 18:03:07.693, 1, 6, 0, 15522, 186.02, 2655, 67
2026/05/19 18:03:07.923, 0, 42, 11, 3057, 152.38, 2670, 49
2026/05/19 18:03:07.926, 1, 6, 0, 15487, 186.02, 2655, 67
2026/05/19 18:03:08.158, 0, 42, 11, 3057, 152.38, 2670, 49
2026/05/19 18:03:08.161, 1, 6, 0, 15488, 186.02, 2655, 67
2026/05/19 18:03:08.395, 0, 42, 11, 3057, 154.50, 2670, 50
2026/05/19 18:03:08.399, 1, 100, 70, 15488, 220.98, 2505, 82
2026/05/19 18:03:08.630, 0, 42, 11, 3057, 154.50, 2670, 50
2026/05/19 18:03:08.634, 1, 100, 70, 15484, 220.98, 2505, 82
2026/05/19 18:03:08.864, 0, 43, 11, 3057, 158.11, 2670, 50
2026/05/19 18:03:08.867, 1, 100, 70, 15484, 361.39, 2640, 80
2026/05/19 18:03:09.099, 0, 43, 11, 3057, 158.11, 2670, 50
2026/05/19 18:03:09.102, 1, 100, 70, 15484, 361.39, 2640, 80
2026/05/19 18:03:09.333, 0, 43, 11, 3057, 158.11, 2670, 50
2026/05/19 18:03:09.336, 1, 100, 71, 15484, 424.06, 2505, 82
2026/05/19 18:03:09.567, 0, 43, 11, 3057, 159.45, 2670, 50
2026/05/19 18:03:09.570, 1, 100, 71, 15484, 424.06, 2505, 82
2026/05/19 18:03:09.807, 0, 43, 11, 3057, 159.45, 2670, 50
2026/05/19 18:03:09.810, 1, 100, 71, 15490, 421.77, 2640, 83
2026/05/19 18:03:10.040, 0, 40, 11, 3057, 158.85, 2670, 50
2026/05/19 18:03:10.043, 1, 100, 71, 15490, 421.77, 2640, 83
2026/05/19 18:03:10.274, 0, 40, 11, 3057, 158.85, 2670, 50
2026/05/19 18:03:10.277, 1, 91, 63, 15528, 430.04, 2640, 86
2026/05/19 18:03:10.507, 0, 40, 11, 3057, 159.18, 2670, 52
2026/05/19 18:03:10.510, 1, 91, 63, 15528, 430.04, 2640, 86
2026/05/19 18:03:10.742, 0, 40, 11, 3057, 159.18, 2670, 52
2026/05/19 18:03:10.744, 1, 91, 63, 15528, 418.22, 2640, 80
2026/05/19 18:03:10.975, 0, 42, 11, 3057, 156.99, 2670, 52
2026/05/19 18:03:10.978, 1, 91, 63, 15528, 418.22, 2640, 80
2026/05/19 18:03:11.210, 0, 42, 11, 3057, 156.99, 2670, 52
2026/05/19 18:03:11.213, 1, 100, 74, 15529, 424.88, 2520, 86
2026/05/19 18:03:11.444, 0, 42, 11, 3057, 156.36, 2670, 50
2026/05/19 18:03:11.447, 1, 100, 74, 15529, 424.88, 2520, 86
2026/05/19 18:03:11.675, 0, 42, 11, 3057, 156.36, 2670, 50
2026/05/19 18:03:11.679, 1, 100, 74, 15528, 331.27, 2655, 70
2026/05/19 18:03:11.911, 0, 45, 11, 3057, 155.50, 2670, 50
2026/05/19 18:03:11.914, 1, 100, 74, 15528, 331.27, 2655, 70
2026/05/19 18:03:12.143, 0, 45, 11, 3057, 155.50, 2670, 50
2026/05/19 18:03:12.145, 1, 100, 74, 15528, 331.27, 2655, 70
2026/05/19 18:03:12.376, 0, 45, 11, 3057, 156.60, 2670, 50
2026/05/19 18:03:12.380, 1, 6, 0, 15528, 176.52, 2655, 67
2026/05/19 18:03:12.611, 0, 45, 11, 3057, 156.60, 2670, 50
2026/05/19 18:03:12.614, 1, 6, 0, 15520, 176.52, 2655, 67
2026/05/19 18:03:12.846, 0, 45, 11, 3057, 157.70, 2670, 51
2026/05/19 18:03:12.849, 1, 6, 0, 15520, 223.99, 2640, 86
2026/05/19 18:03:13.078, 0, 46, 11, 3057, 157.70, 2670, 51
2026/05/19 18:03:13.081, 1, 6, 0, 15520, 223.99, 2640, 86
2026/05/19 18:03:13.311, 0, 46, 11, 3057, 157.70, 2670, 51
2026/05/19 18:03:13.315, 1, 100, 69, 15518, 386.02, 2490, 84
2026/05/19 18:03:13.547, 0, 46, 11, 3057, 154.82, 2670, 49
2026/05/19 18:03:13.549, 1, 100, 69, 15523, 386.02, 2490, 84
2026/05/19 18:03:13.780, 0, 46, 11, 3057, 154.82, 2670, 49
2026/05/19 18:03:13.783, 1, 100, 69, 15523, 426.73, 2625, 85
2026/05/19 18:03:14.016, 0, 44, 9, 3057, 156.39, 2670, 50
2026/05/19 18:03:14.018, 1, 100, 69, 15524, 426.73, 2625, 85
2026/05/19 18:03:14.247, 0, 44, 9, 3057, 156.39, 2670, 50
2026/05/19 18:03:14.250, 1, 100, 69, 15525, 427.79, 2505, 82
2026/05/19 18:03:14.481, 0, 44, 9, 3057, 156.87, 2670, 50
2026/05/19 18:03:14.484, 1, 100, 69, 15526, 427.79, 2505, 82
2026/05/19 18:03:14.715, 0, 44, 9, 3057, 156.87, 2670, 50
2026/05/19 18:03:14.718, 1, 100, 69, 15525, 425.74, 2640, 80
2026/05/19 18:03:14.949, 0, 46, 9, 3057, 157.65, 2670, 50
2026/05/19 18:03:14.952, 1, 100, 69, 15525, 425.74, 2640, 80
2026/05/19 18:03:15.183, 0, 46, 9, 3057, 157.65, 2670, 50
2026/05/19 18:03:15.186, 1, 100, 69, 15526, 425.43, 2505, 84
2026/05/19 18:03:15.415, 0, 46, 9, 3057, 156.66, 2670, 50
2026/05/19 18:03:15.418, 1, 100, 69, 15526, 425.43, 2505, 84
2026/05/19 18:03:15.649, 0, 46, 9, 3057, 156.66, 2670, 50
2026/05/19 18:03:15.652, 1, 100, 69, 15526, 425.43, 2505, 84
2026/05/19 18:03:15.883, 0, 41, 11, 3057, 155.80, 2670, 50
2026/05/19 18:03:15.887, 1, 100, 69, 15532, 423.05, 2640, 84
2026/05/19 18:03:16.118, 0, 41, 11, 3057, 155.80, 2670, 50
2026/05/19 18:03:16.159, 1, 100, 69, 15532, 423.05, 2640, 84
2026/05/19 18:03:16.387, 0, 41, 11, 3057, 154.68, 2670, 49
2026/05/19 18:03:16.391, 1, 6, 0, 15532, 305.78, 2655, 70
2026/05/19 18:03:16.619, 0, 41, 11, 3057, 154.68, 2670, 49
2026/05/19 18:03:16.622, 1, 6, 0, 15532, 305.78, 2655, 70
2026/05/19 18:03:16.852, 0, 43, 8, 3057, 154.44, 2670, 49
2026/05/19 18:03:16.855, 1, 6, 0, 15529, 157.88, 2655, 67
2026/05/19 18:03:17.086, 0, 43, 8, 3057, 154.44, 2670, 49
2026/05/19 18:03:17.089, 1, 6, 0, 15529, 157.88, 2655, 67
2026/05/19 18:03:17.320, 0, 43, 8, 3057, 154.44, 2670, 49
2026/05/19 18:03:17.322, 1, 100, 66, 15529, 234.22, 2640, 80
2026/05/19 18:03:17.552, 0, 43, 8, 3057, 155.05, 2670, 50
2026/05/19 18:03:17.556, 1, 100, 66, 15529, 234.22, 2640, 80
2026/05/19 18:03:17.791, 0, 43, 8, 3057, 155.05, 2670, 50
2026/05/19 18:03:17.795, 1, 100, 66, 15526, 391.44, 2565, 85
