wall_time_iso,index,utilization.gpu [%],utilization.memory [%],memory.used [MiB],power.draw [W],clocks.current.graphics [MHz],temperature.gpu
2026/05/19 18:01:56.452, 0, 38, 8, 3057, 151.63, 2670, 46
2026/05/19 18:01:56.454, 1, 5, 0, 15492, 133.90, 2670, 56
2026/05/19 18:01:56.683, 0, 38, 8, 3057, 151.63, 2670, 46
2026/05/19 18:01:56.686, 1, 5, 0, 15492, 213.19, 2655, 72
2026/05/19 18:01:56.917, 0, 42, 11, 3057, 153.38, 2670, 47
2026/05/19 18:01:56.920, 1, 5, 0, 15492, 213.19, 2655, 72
2026/05/19 18:01:57.150, 0, 42, 11, 3057, 153.38, 2670, 47
2026/05/19 18:01:57.153, 1, 100, 72, 15492, 374.05, 2655, 71
2026/05/19 18:01:57.383, 0, 42, 11, 3057, 156.49, 2670, 46
2026/05/19 18:01:57.386, 1, 100, 72, 15492, 374.05, 2655, 71
2026/05/19 18:01:57.615, 0, 42, 11, 3057, 156.49, 2670, 46
2026/05/19 18:01:57.618, 1, 100, 72, 15492, 374.05, 2655, 71
2026/05/19 18:01:57.853, 0, 44, 11, 3057, 153.99, 2670, 46
2026/05/19 18:01:57.856, 1, 100, 72, 15491, 415.49, 2655, 73
2026/05/19 18:01:58.086, 0, 44, 11, 3057, 153.99, 2670, 46
2026/05/19 18:01:58.089, 1, 100, 72, 15491, 415.49, 2655, 73
2026/05/19 18:01:58.319, 0, 44, 11, 3057, 153.99, 2670, 46
2026/05/19 18:01:58.322, 1, 100, 70, 15491, 418.58, 2655, 72
2026/05/19 18:01:58.553, 0, 44, 11, 3057, 154.52, 2670, 46
2026/05/19 18:01:58.556, 1, 100, 70, 15492, 418.58, 2655, 72
2026/05/19 18:01:58.787, 0, 44, 11, 3057, 154.52, 2670, 46
2026/05/19 18:01:58.790, 1, 100, 70, 15492, 414.00, 2655, 72
2026/05/19 18:01:59.020, 0, 45, 9, 3057, 155.56, 2670, 46
2026/05/19 18:01:59.024, 1, 100, 70, 15492, 414.00, 2655, 72
2026/05/19 18:01:59.256, 0, 45, 9, 3057, 155.56, 2670, 46
2026/05/19 18:01:59.258, 1, 100, 69, 15492, 416.15, 2565, 77
2026/05/19 18:01:59.489, 0, 45, 9, 3057, 155.34, 2670, 47
2026/05/19 18:01:59.496, 1, 100, 69, 15492, 416.15, 2565, 77
2026/05/19 18:01:59.724, 0, 45, 9, 3057, 155.34, 2670, 47
2026/05/19 18:01:59.727, 1, 100, 69, 15492, 413.20, 2565, 77
2026/05/19 18:01:59.956, 0, 41, 8, 3057, 155.12, 2670, 47
2026/05/19 18:01:59.959, 1, 100, 69, 15492, 413.20, 2565, 77
2026/05/19 18:02:00.188, 0, 41, 8, 3057, 155.12, 2670, 47
2026/05/19 18:02:00.190, 1, 6, 0, 15492, 305.79, 2670, 59
2026/05/19 18:02:00.417, 0, 41, 8, 3057, 153.69, 2670, 46
2026/05/19 18:02:00.421, 1, 6, 0, 15492, 305.79, 2670, 59
2026/05/19 18:02:00.649, 0, 41, 8, 3057, 153.69, 2670, 46
2026/05/19 18:02:00.652, 1, 6, 0, 15492, 147.80, 2670, 62
2026/05/19 18:02:00.882, 0, 46, 12, 3057, 153.44, 2670, 47
2026/05/19 18:02:00.885, 1, 6, 0, 15492, 147.80, 2670, 62
2026/05/19 18:02:01.115, 0, 46, 12, 3057, 153.44, 2670, 47
2026/05/19 18:02:01.118, 1, 6, 0, 15492, 147.80, 2670, 62
2026/05/19 18:02:01.348, 0, 46, 12, 3057, 153.75, 2670, 47
2026/05/19 18:02:01.351, 1, 100, 63, 15492, 231.73, 2565, 74
2026/05/19 18:02:01.581, 0, 46, 12, 3057, 153.75, 2670, 47
2026/05/19 18:02:01.584, 1, 100, 63, 15492, 231.73, 2565, 74
2026/05/19 18:02:01.815, 0, 46, 12, 3057, 153.75, 2670, 47
2026/05/19 18:02:01.818, 1, 100, 63, 15494, 392.13, 2655, 71
2026/05/19 18:02:02.048, 0, 37, 8, 3057, 154.41, 2670, 47
2026/05/19 18:02:02.050, 1, 100, 63, 15493, 392.13, 2655, 71
2026/05/19 18:02:02.285, 0, 37, 8, 3057, 154.41, 2670, 47
2026/05/19 18:02:02.288, 1, 100, 64, 15493, 411.98, 2490, 76
2026/05/19 18:02:02.518, 0, 37, 8, 3057, 154.53, 2670, 48
2026/05/19 18:02:02.521, 1, 100, 64, 15494, 411.98, 2490, 76
2026/05/19 18:02:02.753, 0, 37, 8, 3057, 154.53, 2670, 48
2026/05/19 18:02:02.757, 1, 100, 64, 15494, 418.27, 2655, 72
2026/05/19 18:02:02.989, 0, 42, 11, 3057, 153.70, 2670, 46
2026/05/19 18:02:02.993, 1, 100, 64, 15494, 418.27, 2655, 72
2026/05/19 18:02:03.222, 0, 42, 11, 3057, 153.70, 2670, 46
2026/05/19 18:02:03.225, 1, 100, 65, 15494, 413.69, 2505, 76
2026/05/19 18:02:03.456, 0, 42, 11, 3057, 156.06, 2670, 46
2026/05/19 18:02:03.459, 1, 100, 65, 15494, 413.69, 2505, 76
2026/05/19 18:02:03.691, 0, 42, 11, 3057, 156.06, 2670, 46
2026/05/19 18:02:03.694, 1, 100, 65, 15494, 419.05, 2655, 73
2026/05/19 18:02:03.925, 0, 43, 11, 3057, 156.31, 2670, 47
2026/05/19 18:02:03.927, 1, 100, 65, 15494, 419.05, 2655, 73
2026/05/19 18:02:04.158, 0, 43, 11, 3057, 156.31, 2670, 47
2026/05/19 18:02:04.161, 1, 100, 68, 15494, 420.74, 2535, 77
2026/05/19 18:02:04.392, 0, 43, 11, 3057, 155.42, 2670, 47
2026/05/19 18:02:04.395, 1, 100, 68, 15494, 420.74, 2535, 77
2026/05/19 18:02:04.622, 0, 43, 11, 3057, 155.42, 2670, 47
2026/05/19 18:02:04.625, 1, 100, 68, 15494, 420.74, 2535, 77
2026/05/19 18:02:04.853, 0, 44, 9, 3057, 154.74, 2670, 47
2026/05/19 18:02:04.856, 1, 100, 68, 15494, 287.71, 2670, 59
2026/05/19 18:02:05.086, 0, 44, 9, 3057, 154.74, 2670, 47
2026/05/19 18:02:05.090, 1, 100, 68, 15494, 287.71, 2670, 59
2026/05/19 18:02:05.319, 0, 44, 9, 3057, 154.74, 2670, 47
2026/05/19 18:02:05.322, 1, 55, 40, 15494, 140.21, 2670, 68
2026/05/19 18:02:05.551, 0, 44, 9, 3057, 153.73, 2670, 47
2026/05/19 18:02:05.554, 1, 55, 40, 15494, 140.21, 2670, 68
2026/05/19 18:02:05.786, 0, 44, 9, 3057, 153.73, 2670, 47
2026/05/19 18:02:05.789, 1, 55, 40, 15494, 245.41, 2505, 77
2026/05/19 18:02:06.020, 0, 41, 11, 3057, 152.70, 2670, 46
2026/05/19 18:02:06.023, 1, 55, 40, 15493, 245.41, 2505, 77
2026/05/19 18:02:06.253, 0, 41, 11, 3057, 152.70, 2670, 46
2026/05/19 18:02:06.257, 1, 100, 65, 15493, 403.93, 2655, 76
2026/05/19 18:02:06.487, 0, 41, 11, 3057, 153.41, 2670, 48
2026/05/19 18:02:06.490, 1, 100, 65, 15494, 403.93, 2655, 76
2026/05/19 18:02:06.720, 0, 41, 11, 3057, 153.41, 2670, 48
2026/05/19 18:02:06.729, 1, 100, 65, 15494, 417.94, 2550, 77
2026/05/19 18:02:06.960, 0, 41, 8, 3057, 153.92, 2670, 47
2026/05/19 18:02:06.962, 1, 100, 65, 15494, 417.94, 2550, 77
2026/05/19 18:02:07.192, 0, 41, 8, 3057, 153.92, 2670, 47
2026/05/19 18:02:07.195, 1, 100, 67, 15494, 417.95, 2505, 76
2026/05/19 18:02:07.427, 0, 41, 8, 3057, 154.30, 2670, 49
2026/05/19 18:02:07.429, 1, 100, 67, 15546, 417.95, 2505, 76
2026/05/19 18:02:07.662, 0, 41, 8, 3057, 154.30, 2670, 49
2026/05/19 18:02:07.665, 1, 100, 67, 15552, 417.95, 2505, 76
2026/05/19 18:02:07.894, 0, 42, 8, 3057, 155.96, 2670, 48
2026/05/19 18:02:07.899, 1, 100, 67, 15585, 417.70, 2655, 79
2026/05/19 18:02:08.128, 0, 42, 8, 3057, 155.96, 2670, 48
2026/05/19 18:02:08.131, 1, 100, 67, 15585, 417.70, 2655, 79
2026/05/19 18:02:08.362, 0, 42, 8, 3057, 155.74, 2670, 47
2026/05/19 18:02:08.365, 1, 100, 70, 15585, 420.43, 2535, 74
2026/05/19 18:02:08.596, 0, 42, 8, 3057, 155.74, 2670, 47
2026/05/19 18:02:08.601, 1, 100, 70, 15585, 420.43, 2535, 74
2026/05/19 18:02:08.831, 0, 42, 8, 3057, 155.74, 2670, 47
2026/05/19 18:02:08.835, 1, 100, 70, 15585, 426.43, 2655, 70
2026/05/19 18:02:09.063, 0, 44, 11, 3057, 156.13, 2670, 48
2026/05/19 18:02:09.066, 1, 100, 70, 15585, 426.43, 2655, 70
2026/05/19 18:02:09.293, 0, 44, 11, 3057, 156.13, 2670, 48
2026/05/19 18:02:09.297, 1, 6, 0, 15569, 272.29, 2670, 60
2026/05/19 18:02:09.525, 0, 44, 11, 3057, 157.91, 2670, 47
2026/05/19 18:02:09.529, 1, 6, 0, 15569, 272.29, 2670, 60
2026/05/19 18:02:09.759, 0, 44, 11, 3057, 157.91, 2670, 47
2026/05/19 18:02:09.763, 1, 6, 0, 15569, 167.51, 2460, 76
2026/05/19 18:02:09.993, 0, 44, 9, 3057, 156.41, 2670, 48
2026/05/19 18:02:09.995, 1, 6, 0, 15569, 167.51, 2460, 76
2026/05/19 18:02:10.225, 0, 44, 9, 3057, 156.41, 2670, 48
2026/05/19 18:02:10.229, 1, 100, 66, 15569, 285.78, 2520, 75
2026/05/19 18:02:10.460, 0, 44, 9, 3057, 154.86, 2670, 49
2026/05/19 18:02:10.463, 1, 100, 66, 15564, 285.78, 2520, 75
2026/05/19 18:02:10.694, 0, 44, 9, 3057, 154.86, 2670, 49
2026/05/19 18:02:10.697, 1, 100, 66, 15564, 428.83, 2655, 72
2026/05/19 18:02:10.927, 0, 44, 11, 3057, 156.09, 2670, 47
2026/05/19 18:02:10.930, 1, 100, 66, 15564, 428.83, 2655, 72
2026/05/19 18:02:11.168, 0, 44, 11, 3057, 156.09, 2670, 47
2026/05/19 18:02:11.170, 1, 100, 66, 15564, 428.83, 2655, 72
2026/05/19 18:02:11.401, 0, 44, 11, 3057, 154.90, 2670, 47
2026/05/19 18:02:11.404, 1, 100, 68, 15564, 416.31, 2565, 73
2026/05/19 18:02:11.635, 0, 44, 11, 3057, 154.90, 2670, 47
2026/05/19 18:02:11.638, 1, 100, 68, 15564, 416.31, 2565, 73
2026/05/19 18:02:11.869, 0, 41, 9, 3057, 153.02, 2670, 49
2026/05/19 18:02:11.872, 1, 100, 68, 15564, 416.74, 2655, 74
2026/05/19 18:02:12.102, 0, 41, 9, 3057, 153.02, 2670, 49
2026/05/19 18:02:12.105, 1, 100, 68, 15564, 416.74, 2655, 74
2026/05/19 18:02:12.333, 0, 41, 9, 3057, 153.02, 2670, 49
2026/05/19 18:02:12.336, 1, 100, 71, 15496, 412.01, 2580, 76
2026/05/19 18:02:12.567, 0, 41, 9, 3057, 154.85, 2670, 47
2026/05/19 18:02:12.570, 1, 100, 71, 15494, 412.01, 2580, 76
2026/05/19 18:02:12.801, 0, 41, 9, 3057, 154.85, 2670, 47
2026/05/19 18:02:12.805, 1, 100, 71, 15494, 419.05, 2655, 76
2026/05/19 18:02:13.034, 0, 44, 11, 3057, 156.62, 2670, 48
2026/05/19 18:02:13.038, 1, 100, 71, 15512, 419.05, 2655, 76
2026/05/19 18:02:13.266, 0, 44, 11, 3057, 156.62, 2670, 48
2026/05/19 18:02:13.269, 1, 18, 6, 15494, 400.27, 2670, 65
2026/05/19 18:02:13.498, 0, 44, 11, 3057, 156.30, 2670, 48
2026/05/19 18:02:13.501, 1, 18, 6, 15494, 400.27, 2670, 65
2026/05/19 18:02:13.728, 0, 44, 11, 3057, 156.30, 2670, 48
2026/05/19 18:02:13.732, 1, 18, 6, 15494, 220.39, 2670, 60
2026/05/19 18:02:13.960, 0, 43, 9, 3057, 155.87, 2670, 48
2026/05/19 18:02:13.963, 1, 18, 6, 15494, 220.39, 2670, 60
2026/05/19 18:02:14.193, 0, 43, 9, 3057, 155.87, 2670, 48
2026/05/19 18:02:14.197, 1, 100, 68, 15494, 134.61, 2655, 75
2026/05/19 18:02:14.427, 0, 43, 9, 3057, 156.16, 2670, 48
2026/05/19 18:02:14.430, 1, 100, 68, 15494, 134.61, 2655, 75
2026/05/19 18:02:14.661, 0, 43, 9, 3057, 156.16, 2670, 48
2026/05/19 18:02:14.664, 1, 100, 68, 15494, 134.61, 2655, 75
2026/05/19 18:02:14.893, 0, 49, 12, 3057, 156.93, 2670, 48
2026/05/19 18:02:14.895, 1, 100, 68, 15494, 286.46, 2535, 77
2026/05/19 18:02:15.125, 0, 49, 12, 3057, 156.93, 2670, 48
2026/05/19 18:02:15.131, 1, 100, 68, 15495, 286.46, 2535, 77
2026/05/19 18:02:15.362, 0, 49, 12, 3057, 155.31, 2670, 48
2026/05/19 18:02:15.365, 1, 97, 68, 15499, 427.15, 2655, 73
2026/05/19 18:02:15.595, 0, 49, 12, 3057, 155.31, 2670, 48
2026/05/19 18:02:15.598, 1, 97, 68, 15499, 427.15, 2655, 73
2026/05/19 18:02:15.829, 0, 49, 12, 3057, 155.31, 2670, 48
2026/05/19 18:02:15.832, 1, 97, 68, 15499, 416.45, 2490, 78
2026/05/19 18:02:16.064, 0, 43, 9, 3057, 156.47, 2670, 48
2026/05/19 18:02:16.067, 1, 97, 68, 15499, 416.45, 2490, 78
2026/05/19 18:02:16.298, 0, 43, 9, 3057, 156.47, 2670, 48
2026/05/19 18:02:16.301, 1, 100, 74, 15499, 423.58, 2655, 78
2026/05/19 18:02:16.533, 0, 43, 9, 3057, 156.63, 2670, 47
2026/05/19 18:02:16.537, 1, 100, 74, 15498, 423.58, 2655, 78
2026/05/19 18:02:16.766, 0, 43, 9, 3057, 156.63, 2670, 47
2026/05/19 18:02:16.769, 1, 100, 74, 15498, 416.84, 2520, 74
2026/05/19 18:02:17.002, 0, 44, 9, 3057, 154.68, 2670, 48
2026/05/19 18:02:17.005, 1, 100, 74, 15498, 416.84, 2520, 74
2026/05/19 18:02:17.234, 0, 44, 9, 3057, 154.68, 2670, 48
2026/05/19 18:02:17.238, 1, 100, 71, 15498, 418.33, 2655, 76
2026/05/19 18:02:17.468, 0, 44, 9, 3057, 155.45, 2670, 49
2026/05/19 18:02:17.471, 1, 100, 71, 15498, 418.33, 2655, 76
2026/05/19 18:02:17.700, 0, 44, 9, 3057, 155.45, 2670, 49
2026/05/19 18:02:17.703, 1, 100, 71, 15498, 391.42, 2655, 65
2026/05/19 18:02:17.934, 0, 43, 11, 3057, 156.31, 2670, 48
2026/05/19 18:02:17.938, 1, 100, 71, 15498, 391.42, 2655, 65
2026/05/19 18:02:18.165, 0, 43, 11, 3057, 156.31, 2670, 48
2026/05/19 18:02:18.168, 1, 100, 71, 15498, 391.42, 2655, 65
2026/05/19 18:02:18.398, 0, 43, 11, 3057, 153.65, 2670, 48
2026/05/19 18:02:18.402, 1, 6, 0, 15498, 201.70, 2670, 61
2026/05/19 18:02:18.632, 0, 43, 11, 3057, 153.65, 2670, 48
2026/05/19 18:02:18.636, 1, 6, 0, 15498, 201.70, 2670, 61
2026/05/19 18:02:18.870, 0, 41, 8, 3057, 154.81, 2670, 49
2026/05/19 18:02:18.873, 1, 6, 0, 15498, 175.77, 2655, 72
2026/05/19 18:02:19.103, 0, 41, 8, 3057, 154.81, 2670, 49
2026/05/19 18:02:19.106, 1, 6, 0, 15498, 175.77, 2655, 72
2026/05/19 18:02:19.341, 0, 41, 8, 3057, 154.81, 2670, 49
2026/05/19 18:02:19.344, 1, 100, 64, 15498, 336.74, 2655, 80
2026/05/19 18:02:19.575, 0, 41, 8, 3057, 154.66, 2670, 49
2026/05/19 18:02:19.578, 1, 100, 64, 15498, 336.74, 2655, 80
2026/05/19 18:02:19.808, 0, 41, 8, 3057, 154.66, 2670, 49
2026/05/19 18:02:19.811, 1, 100, 64, 15498, 414.75, 2655, 74
2026/05/19 18:02:20.042, 0, 43, 11, 3057, 154.99, 2670, 48
2026/05/19 18:02:20.045, 1, 100, 64, 15498, 414.75, 2655, 74
2026/05/19 18:02:20.273, 0, 43, 11, 3057, 154.99, 2670, 48
2026/05/19 18:02:20.277, 1, 100, 66, 15498, 422.08, 2610, 79
2026/05/19 18:02:20.509, 0, 43, 11, 3057, 155.64, 2670, 48
2026/05/19 18:02:20.512, 1, 100, 66, 15494, 422.08, 2610, 79
2026/05/19 18:02:20.743, 0, 43, 11, 3057, 155.64, 2670, 48
2026/05/19 18:02:20.747, 1, 100, 66, 15543, 425.43, 2565, 77
2026/05/19 18:02:20.979, 0, 46, 12, 3057, 156.71, 2670, 48
2026/05/19 18:02:20.983, 1, 100, 66, 15573, 425.43, 2565, 77
2026/05/19 18:02:21.213, 0, 46, 12, 3057, 156.71, 2670, 48
2026/05/19 18:02:21.216, 1, 100, 64, 15574, 419.83, 2520, 79
2026/05/19 18:02:21.446, 0, 46, 12, 3057, 155.40, 2670, 48
2026/05/19 18:02:21.449, 1, 100, 64, 15573, 419.83, 2520, 79
2026/05/19 18:02:21.679, 0, 46, 12, 3057, 155.40, 2670, 48
2026/05/19 18:02:21.682, 1, 100, 64, 15574, 421.25, 2565, 77
2026/05/19 18:02:21.911, 0, 44, 9, 3057, 155.97, 2670, 49
2026/05/19 18:02:21.914, 1, 100, 64, 15574, 421.25, 2565, 77
2026/05/19 18:02:22.145, 0, 44, 9, 3057, 155.97, 2670, 49
2026/05/19 18:02:22.150, 1, 100, 64, 15574, 421.25, 2565, 77
2026/05/19 18:02:22.380, 0, 44, 9, 3057, 155.27, 2670, 48
2026/05/19 18:02:22.383, 1, 9, 1, 15558, 355.44, 2655, 65
2026/05/19 18:02:22.611, 0, 44, 9, 3057, 155.27, 2670, 48
2026/05/19 18:02:22.614, 1, 9, 1, 15559, 355.44, 2655, 65
2026/05/19 18:02:22.846, 0, 41, 11, 3057, 156.55, 2670, 49
2026/05/19 18:02:22.849, 1, 9, 1, 15559, 193.18, 2670, 62
2026/05/19 18:02:23.081, 0, 41, 11, 3057, 156.55, 2670, 49
2026/05/19 18:02:23.084, 1, 9, 1, 15559, 193.18, 2670, 62
2026/05/19 18:02:23.314, 0, 41, 11, 3057, 156.55, 2670, 49
2026/05/19 18:02:23.318, 1, 100, 73, 15559, 189.50, 2655, 73
2026/05/19 18:02:23.550, 0, 41, 11, 3057, 157.41, 2670, 49
2026/05/19 18:02:23.553, 1, 100, 73, 15555, 189.50, 2655, 73
2026/05/19 18:02:23.785, 0, 41, 11, 3057, 157.41, 2670, 49
2026/05/19 18:02:23.789, 1, 100, 73, 15566, 347.07, 2655, 79
2026/05/19 18:02:24.020, 0, 42, 8, 3057, 154.80, 2670, 49
2026/05/19 18:02:24.023, 1, 100, 73, 15575, 347.07, 2655, 79
2026/05/19 18:02:24.254, 0, 42, 8, 3057, 154.80, 2670, 49
2026/05/19 18:02:24.257, 1, 91, 66, 15575, 414.27, 2655, 78
2026/05/19 18:02:24.496, 0, 42, 8, 3057, 155.00, 2670, 47
2026/05/19 18:02:24.500, 1, 91, 66, 15575, 414.27, 2655, 78
2026/05/19 18:02:24.732, 0, 42, 8, 3057, 155.00, 2670, 47
2026/05/19 18:02:24.735, 1, 91, 66, 15575, 417.12, 2610, 82
2026/05/19 18:02:24.971, 0, 34, 10, 3057, 143.76, 2670, 48
2026/05/19 18:02:24.974, 1, 91, 66, 15575, 417.12, 2610, 82
2026/05/19 18:02:25.205, 0, 34, 10, 3057, 143.76, 2670, 48
2026/05/19 18:02:25.208, 1, 100, 66, 15575, 429.38, 2565, 77
2026/05/19 18:02:25.438, 0, 34, 10, 3057, 133.51, 2670, 47
2026/05/19 18:02:25.441, 1, 100, 66, 15560, 429.38, 2565, 77
2026/05/19 18:02:25.672, 0, 34, 10, 3057, 133.51, 2670, 47
2026/05/19 18:02:25.674, 1, 100, 66, 15554, 429.38, 2565, 77
2026/05/19 18:02:25.904, 0, 41, 8, 3057, 143.11, 2670, 49
2026/05/19 18:02:25.908, 1, 100, 66, 15554, 422.99, 2640, 81
2026/05/19 18:02:26.162, 0, 41, 8, 3057, 143.11, 2670, 49
2026/05/19 18:02:26.165, 1, 100, 66, 15554, 422.99, 2640, 81
2026/05/19 18:02:26.395, 0, 41, 8, 3057, 148.75, 2670, 48
2026/05/19 18:02:26.398, 1, 100, 69, 15553, 422.78, 2550, 76
2026/05/19 18:02:26.627, 0, 41, 8, 3057, 148.75, 2670, 48
2026/05/19 18:02:26.630, 1, 100, 69, 15550, 422.78, 2550, 76
2026/05/19 18:02:26.859, 0, 38, 8, 3057, 148.94, 2670, 47
2026/05/19 18:02:26.862, 1, 100, 69, 15550, 345.90, 2655, 66
2026/05/19 18:02:27.091, 0, 38, 8, 3057, 148.94, 2670, 47
2026/05/19 18:02:27.095, 1, 100, 69, 15550, 345.90, 2655, 66
2026/05/19 18:02:27.323, 0, 38, 8, 3057, 148.94, 2670, 47
2026/05/19 18:02:27.326, 1, 12, 2, 15550, 187.09, 2670, 62
2026/05/19 18:02:27.554, 0, 38, 8, 3057, 150.57, 2670, 48
2026/05/19 18:02:27.557, 1, 12, 2, 15550, 187.09, 2670, 62
2026/05/19 18:02:27.790, 0, 38, 8, 3057, 150.57, 2670, 48
2026/05/19 18:02:27.793, 1, 12, 2, 15550, 171.74, 2655, 74
2026/05/19 18:02:28.024, 0, 44, 11, 3057, 151.64, 2670, 49
2026/05/19 18:02:28.027, 1, 12, 2, 15550, 171.74, 2655, 74
2026/05/19 18:02:28.257, 0, 44, 11, 3057, 151.64, 2670, 49
2026/05/19 18:02:28.261, 1, 100, 72, 15550, 329.48, 2520, 79
2026/05/19 18:02:28.492, 0, 44, 11, 3057, 149.99, 2670, 48
2026/05/19 18:02:28.494, 1, 100, 72, 15550, 329.48, 2520, 79
2026/05/19 18:02:28.726, 0, 44, 11, 3057, 149.99, 2670, 48
2026/05/19 18:02:28.729, 1, 100, 72, 15550, 417.92, 2655, 74
2026/05/19 18:02:28.960, 0, 45, 12, 3057, 144.92, 2670, 48
2026/05/19 18:02:28.963, 1, 100, 72, 15495, 417.92, 2655, 74
2026/05/19 18:02:29.195, 0, 45, 12, 3057, 144.92, 2670, 48
2026/05/19 18:02:29.199, 1, 100, 73, 15495, 421.01, 2505, 80
2026/05/19 18:02:29.430, 0, 45, 12, 3057, 148.44, 2670, 48
2026/05/19 18:02:29.433, 1, 100, 73, 15495, 421.01, 2505, 80
2026/05/19 18:02:29.664, 0, 45, 12, 3512, 148.44, 2670, 48
2026/05/19 18:02:29.669, 1, 100, 73, 15495, 421.01, 2505, 80
2026/05/19 18:02:29.906, 0, 42, 11, 3512, 153.22, 2670, 48
2026/05/19 18:02:29.909, 1, 100, 73, 15495, 418.73, 2655, 77
2026/05/19 18:02:30.140, 0, 42, 11, 3512, 153.22, 2670, 48
2026/05/19 18:02:30.143, 1, 100, 73, 15495, 418.73, 2655, 77
2026/05/19 18:02:30.373, 0, 42, 11, 3512, 153.29, 2670, 49
2026/05/19 18:02:30.376, 1, 100, 74, 15495, 425.36, 2460, 80
2026/05/19 18:02:30.608, 0, 42, 11, 3057, 153.29, 2670, 49
2026/05/19 18:02:30.611, 1, 100, 74, 15495, 425.36, 2460, 80
2026/05/19 18:02:30.842, 0, 42, 11, 3057, 153.29, 2670, 49
2026/05/19 18:02:30.845, 1, 100, 74, 15502, 422.54, 2655, 77
2026/05/19 18:02:31.077, 0, 42, 8, 3057, 153.68, 2670, 49
2026/05/19 18:02:31.080, 1, 100, 74, 15559, 422.54, 2655, 77
2026/05/19 18:02:31.309, 0, 42, 8, 3057, 153.68, 2670, 49
2026/05/19 18:02:31.312, 1, 7, 0, 15559, 355.11, 2655, 67
2026/05/19 18:02:31.540, 0, 42, 8, 3057, 155.31, 2670, 50
2026/05/19 18:02:31.544, 1, 7, 0, 15559, 355.11, 2655, 67
2026/05/19 18:02:31.774, 0, 42, 8, 3057, 155.31, 2670, 50
2026/05/19 18:02:31.777, 1, 7, 0, 15559, 194.99, 2670, 63
2026/05/19 18:02:32.008, 0, 42, 11, 3057, 155.63, 2670, 49
2026/05/19 18:02:32.011, 1, 7, 0, 15559, 194.99, 2670, 63
2026/05/19 18:02:32.241, 0, 42, 11, 3057, 155.63, 2670, 49
2026/05/19 18:02:32.243, 1, 100, 74, 15559, 211.18, 2505, 78
2026/05/19 18:02:32.476, 0, 42, 11, 3057, 155.33, 2670, 49
2026/05/19 18:02:32.479, 1, 100, 74, 15541, 211.18, 2505, 78
2026/05/19 18:02:32.710, 0, 42, 11, 3057, 155.33, 2670, 49
2026/05/19 18:02:32.714, 1, 100, 74, 15541, 367.40, 2655, 78
2026/05/19 18:02:32.946, 0, 43, 8, 3057, 155.83, 2670, 49
2026/05/19 18:02:32.948, 1, 100, 74, 15541, 367.40, 2655, 78
2026/05/19 18:02:33.178, 0, 43, 8, 3057, 155.83, 2670, 49
2026/05/19 18:02:33.181, 1, 100, 70, 15546, 419.42, 2550, 79
2026/05/19 18:02:33.415, 0, 43, 8, 3057, 157.94, 2670, 50
2026/05/19 18:02:33.418, 1, 100, 70, 15546, 419.42, 2550, 79
2026/05/19 18:02:33.649, 0, 43, 8, 3057, 157.94, 2670, 50
2026/05/19 18:02:33.652, 1, 100, 70, 15542, 419.42, 2550, 79
2026/05/19 18:02:33.883, 0, 43, 9, 3057, 157.55, 2670, 49
2026/05/19 18:02:33.887, 1, 100, 70, 15541, 416.45, 2655, 77
2026/05/19 18:02:34.118, 0, 43, 9, 3057, 157.55, 2670, 49
2026/05/19 18:02:34.121, 1, 100, 70, 15541, 416.45, 2655, 77
2026/05/19 18:02:34.354, 0, 43, 9, 3057, 158.14, 2670, 49
2026/05/19 18:02:34.357, 1, 89, 66, 15541, 420.30, 2595, 81
2026/05/19 18:02:34.588, 0, 43, 9, 3057, 158.14, 2670, 49
2026/05/19 18:02:34.591, 1, 89, 66, 15540, 420.30, 2595, 81
2026/05/19 18:02:34.823, 0, 43, 9, 3057, 158.14, 2670, 49
2026/05/19 18:02:34.825, 1, 89, 66, 15540, 414.72, 2655, 81
2026/05/19 18:02:35.055, 0, 42, 9, 3057, 157.54, 2670, 50
2026/05/19 18:02:35.058, 1, 89, 66, 15540, 414.72, 2655, 81
2026/05/19 18:02:35.288, 0, 42, 9, 3057, 157.54, 2670, 50
2026/05/19 18:02:35.291, 1, 100, 69, 15578, 421.82, 2520, 81
2026/05/19 18:02:35.526, 0, 42, 9, 3057, 157.40, 2670, 49
2026/05/19 18:02:35.529, 1, 100, 69, 15578, 421.82, 2520, 81
2026/05/19 18:02:35.757, 0, 42, 9, 3057, 157.40, 2670, 49
2026/05/19 18:02:35.760, 1, 100, 69, 15578, 327.73, 2655, 66
2026/05/19 18:02:35.991, 0, 41, 8, 3057, 156.03, 2670, 49
2026/05/19 18:02:35.994, 1, 100, 69, 15542, 327.73, 2655, 66
2026/05/19 18:02:36.224, 0, 41, 8, 3057, 156.03, 2670, 49
2026/05/19 18:02:36.227, 1, 11, 2, 15533, 177.52, 2670, 64
2026/05/19 18:02:36.458, 0, 41, 8, 3057, 154.07, 2670, 49
2026/05/19 18:02:36.462, 1, 11, 2, 15533, 177.52, 2670, 64
2026/05/19 18:02:36.724, 0, 41, 8, 3057, 154.07, 2670, 49
2026/05/19 18:02:36.727, 1, 11, 2, 15533, 226.49, 2625, 80
2026/05/19 18:02:36.958, 0, 41, 11, 3057, 154.35, 2670, 48
2026/05/19 18:02:36.962, 1, 11, 2, 15533, 226.49, 2625, 80
